tablescraper-selected-row,title-cell__ZGos,title-cell__ZGos href,tablescraper-selected-row 2,label
1513,Number of Substrings With Only 1s,https://leetcode.com/problems/number-of-substrings-with-only-1s,45.4%,Medium
1514,Path with Maximum Probability,https://leetcode.com/problems/path-with-maximum-probability,48.8%,Medium
1516,Move Sub-Tree of N-Ary Tree,https://leetcode.com/problems/move-sub-tree-of-n-ary-tree,63.4%,Hard
1522,Diameter of N-Ary Tree,https://leetcode.com/problems/diameter-of-n-ary-tree,73.6%,Medium
1523,Count Odd Numbers in an Interval Range,https://leetcode.com/problems/count-odd-numbers-in-an-interval-range,49.4%,Easy
1524,Number of Sub-arrays With Odd Sum,https://leetcode.com/problems/number-of-sub-arrays-with-odd-sum,43.2%,Medium
1525,Number of Good Ways to Split a String,https://leetcode.com/problems/number-of-good-ways-to-split-a-string,68.8%,Medium
1526,Minimum Number of Increments on Subarrays to Form a Target Array,https://leetcode.com/problems/minimum-number-of-increments-on-subarrays-to-form-a-target-array,68.9%,Hard
1528,Shuffle String,https://leetcode.com/problems/shuffle-string,85.0%,Easy
1530,Number of Good Leaf Nodes Pairs,https://leetcode.com/problems/number-of-good-leaf-nodes-pairs,61.2%,Medium
1531,String Compression II,https://leetcode.com/problems/string-compression-ii,49.4%,Hard
1534,Count Good Triplets,https://leetcode.com/problems/count-good-triplets,80.9%,Easy
1538,Guess the Majority in a Hidden Array,https://leetcode.com/problems/guess-the-majority-in-a-hidden-array,71.0%,Medium
1539,Kth Missing Positive Number,https://leetcode.com/problems/kth-missing-positive-number,58.6%,Easy
1544,Make The String Great,https://leetcode.com/problems/make-the-string-great,63.2%,Easy
1546,Maximum Number of Non-Overlapping Subarrays With Sum Equals Target,https://leetcode.com/problems/maximum-number-of-non-overlapping-subarrays-with-sum-equals-target,47.4%,Medium
1547,Minimum Cost to Cut a Stick,https://leetcode.com/problems/minimum-cost-to-cut-a-stick,56.9%,Hard
1548,The Most Similar Path in a Graph,https://leetcode.com/problems/the-most-similar-path-in-a-graph,58.9%,Hard
1552,Magnetic Force Between Two Balls,https://leetcode.com/problems/magnetic-force-between-two-balls,58.4%,Medium
1553,Minimum Number of Days to Eat N Oranges,https://leetcode.com/problems/minimum-number-of-days-to-eat-n-oranges,34.8%,Hard
1554,Strings Differ by One Character,https://leetcode.com/problems/strings-differ-by-one-character,42.4%,Medium
1557,Minimum Number of Vertices to Reach All Nodes,https://leetcode.com/problems/minimum-number-of-vertices-to-reach-all-nodes,79.3%,Medium
1562,Find Latest Group of Size M,https://leetcode.com/problems/find-latest-group-of-size-m,42.9%,Medium
1564,Put Boxes Into the Warehouse I,https://leetcode.com/problems/put-boxes-into-the-warehouse-i,67.0%,Medium
1569,Number of Ways to Reorder Array to Get Same BST,https://leetcode.com/problems/number-of-ways-to-reorder-array-to-get-same-bst,47.7%,Hard
1570,Dot Product of Two Sparse Vectors,https://leetcode.com/problems/dot-product-of-two-sparse-vectors,90.3%,Medium
1579,Remove Max Number of Edges to Keep Graph Fully Traversable,https://leetcode.com/problems/remove-max-number-of-edges-to-keep-graph-fully-traversable,65.5%,Hard
1580,Put Boxes Into the Warehouse II,https://leetcode.com/problems/put-boxes-into-the-warehouse-ii,63.7%,Medium
1582,Special Positions in a Binary Matrix,https://leetcode.com/problems/special-positions-in-a-binary-matrix,65.2%,Easy
1585,Check If String Is Transformable With Substring Sort Operations,https://leetcode.com/problems/check-if-string-is-transformable-with-substring-sort-operations,47.6%,Hard
1588,Sum of All Odd Length Subarrays,https://leetcode.com/problems/sum-of-all-odd-length-subarrays,83.3%,Easy
1591,Strange Printer II,https://leetcode.com/problems/strange-printer-ii,58.7%,Hard
1592,Rearrange Spaces Between Words,https://leetcode.com/problems/rearrange-spaces-between-words,43.5%,Easy
1593,Split a String Into the Max Number of Unique Substrings,https://leetcode.com/problems/split-a-string-into-the-max-number-of-unique-substrings,55.4%,Medium
1594,Maximum Non Negative Product in a Matrix,https://leetcode.com/problems/maximum-non-negative-product-in-a-matrix,33.2%,Medium
1595,Minimum Cost to Connect Two Groups of Points,https://leetcode.com/problems/minimum-cost-to-connect-two-groups-of-points,46.8%,Hard
1597,Build Binary Expression Tree From Infix Expression,https://leetcode.com/problems/build-binary-expression-tree-from-infix-expression,62.7%,Hard
1600,Throne Inheritance,https://leetcode.com/problems/throne-inheritance,63.7%,Medium
1602,Find Nearest Right Node in Binary Tree,https://leetcode.com/problems/find-nearest-right-node-in-binary-tree,75.6%,Medium
1603,Design Parking System,https://leetcode.com/problems/design-parking-system,87.9%,Easy
1605,Find Valid Matrix Given Row and Column Sums,https://leetcode.com/problems/find-valid-matrix-given-row-and-column-sums,77.8%,Medium
1606,Find Servers That Handled Most Number of Requests,https://leetcode.com/problems/find-servers-that-handled-most-number-of-requests,43.1%,Hard
1608,Special Array With X Elements Greater Than or Equal X,https://leetcode.com/problems/special-array-with-x-elements-greater-than-or-equal-x,60.5%,Easy
1610,Maximum Number of Visible Points,https://leetcode.com/problems/maximum-number-of-visible-points,37.3%,Hard
1612,Check If Two Expression Trees are Equivalent,https://leetcode.com/problems/check-if-two-expression-trees-are-equivalent,70.2%,Medium
1616,Split Two Strings to Make Palindrome,https://leetcode.com/problems/split-two-strings-to-make-palindrome,31.2%,Medium
1618,Maximum Font to Fit a Sentence in a Screen,https://leetcode.com/problems/maximum-font-to-fit-a-sentence-in-a-screen,60.0%,Medium
1619,Mean of Array After Removing Some Elements,https://leetcode.com/problems/mean-of-array-after-removing-some-elements,66.0%,Easy
1622,Fancy Sequence,https://leetcode.com/problems/fancy-sequence,16.2%,Hard
1624,Largest Substring Between Two Equal Characters,https://leetcode.com/problems/largest-substring-between-two-equal-characters,59.1%,Easy
1628,Design an Expression Tree With Evaluate Function,https://leetcode.com/problems/design-an-expression-tree-with-evaluate-function,82.8%,Medium
1630,Arithmetic Subarrays,https://leetcode.com/problems/arithmetic-subarrays,80.4%,Medium
1631,Path With Minimum Effort,https://leetcode.com/problems/path-with-minimum-effort,55.8%,Medium
1632,Rank Transform of a Matrix,https://leetcode.com/problems/rank-transform-of-a-matrix,40.9%,Hard
1636,Sort Array by Increasing Frequency,https://leetcode.com/problems/sort-array-by-increasing-frequency,69.7%,Easy
1639,Number of Ways to Form a Target String Given a Dictionary,https://leetcode.com/problems/number-of-ways-to-form-a-target-string-given-a-dictionary,53.9%,Hard
1641,Count Sorted Vowel Strings,https://leetcode.com/problems/count-sorted-vowel-strings,77.5%,Medium
1642,Furthest Building You Can Reach,https://leetcode.com/problems/furthest-building-you-can-reach,48.3%,Medium
1647,Minimum Deletions to Make Character Frequencies Unique,https://leetcode.com/problems/minimum-deletions-to-make-character-frequencies-unique,59.0%,Medium
1648,Sell Diminishing-Valued Colored Balls,https://leetcode.com/problems/sell-diminishing-valued-colored-balls,30.4%,Medium
1650,Lowest Common Ancestor of a Binary Tree III,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-iii,77.4%,Medium
1654,Minimum Jumps to Reach Home,https://leetcode.com/problems/minimum-jumps-to-reach-home,29.2%,Medium
1655,Distribute Repeating Integers,https://leetcode.com/problems/distribute-repeating-integers,39.5%,Hard
1657,Determine if Two Strings Are Close,https://leetcode.com/problems/determine-if-two-strings-are-close,56.3%,Medium
1658,Minimum Operations to Reduce X to Zero,https://leetcode.com/problems/minimum-operations-to-reduce-x-to-zero,37.6%,Medium
1660,Correct a Binary Tree,https://leetcode.com/problems/correct-a-binary-tree,72.5%,Medium
1666,Change the Root of a Binary Tree,https://leetcode.com/problems/change-the-root-of-a-binary-tree,73.1%,Medium
1669,Merge In Between Linked Lists,https://leetcode.com/problems/merge-in-between-linked-lists,73.6%,Medium
1672,Richest Customer Wealth,https://leetcode.com/problems/richest-customer-wealth,87.8%,Easy
1673,Find the Most Competitive Subsequence,https://leetcode.com/problems/find-the-most-competitive-subsequence,49.2%,Medium
1680,Concatenation of Consecutive Binary Numbers,https://leetcode.com/problems/concatenation-of-consecutive-binary-numbers,57.0%,Medium
1691,Maximum Height by Stacking Cuboids,https://leetcode.com/problems/maximum-height-by-stacking-cuboids,54.7%,Hard
1692,Count Ways to Distribute Candies,https://leetcode.com/problems/count-ways-to-distribute-candies,62.2%,Hard
1697,Checking Existence of Edge Length Limited Paths,https://leetcode.com/problems/checking-existence-of-edge-length-limited-paths,63.1%,Hard
1703,Minimum Adjacent Swaps for K Consecutive Ones,https://leetcode.com/problems/minimum-adjacent-swaps-for-k-consecutive-ones,42.8%,Hard
1706,Where Will the Ball Fall,https://leetcode.com/problems/where-will-the-ball-fall,71.6%,Medium
1707,Maximum XOR With an Element From Array,https://leetcode.com/problems/maximum-xor-with-an-element-from-array,45.3%,Hard
1708,Largest Subarray Length K,https://leetcode.com/problems/largest-subarray-length-k,63.9%,Easy
1710,Maximum Units on a Truck,https://leetcode.com/problems/maximum-units-on-a-truck,73.8%,Easy
1713,Minimum Operations to Make a Subsequence,https://leetcode.com/problems/minimum-operations-to-make-a-subsequence,48.5%,Hard
1717,Maximum Score From Removing Substrings,https://leetcode.com/problems/maximum-score-from-removing-substrings,46.2%,Medium
1720,Decode XORed Array,https://leetcode.com/problems/decode-xored-array,85.8%,Easy
1722,Minimize Hamming Distance After Swap Operations,https://leetcode.com/problems/minimize-hamming-distance-after-swap-operations,48.7%,Medium
1723,Find Minimum Time to Finish All Jobs,https://leetcode.com/problems/find-minimum-time-to-finish-all-jobs,42.4%,Hard
1724,Checking Existence of Edge Length Limited Paths II,https://leetcode.com/problems/checking-existence-of-edge-length-limited-paths-ii,52.4%,Hard
1726,Tuple with Same Product,https://leetcode.com/problems/tuple-with-same-product,60.7%,Medium
1727,Largest Submatrix With Rearrangements,https://leetcode.com/problems/largest-submatrix-with-rearrangements,61.5%,Medium
1728,Cat and Mouse II,https://leetcode.com/problems/cat-and-mouse-ii,39.3%,Hard
1730,Shortest Path to Get Food,https://leetcode.com/problems/shortest-path-to-get-food,54.2%,Medium
1736,Latest Time by Replacing Hidden Digits,https://leetcode.com/problems/latest-time-by-replacing-hidden-digits,42.5%,Easy
1737,Change Minimum Characters to Satisfy One of Three Conditions,https://leetcode.com/problems/change-minimum-characters-to-satisfy-one-of-three-conditions,35.4%,Medium
1738,Find Kth Largest XOR Coordinate Value,https://leetcode.com/problems/find-kth-largest-xor-coordinate-value,61.1%,Medium
1740,Find Distance in a Binary Tree,https://leetcode.com/problems/find-distance-in-a-binary-tree,69.4%,Medium
1752,Check if Array Is Sorted and Rotated,https://leetcode.com/problems/check-if-array-is-sorted-and-rotated,50.2%,Easy
1753,Maximum Score From Removing Stones,https://leetcode.com/problems/maximum-score-from-removing-stones,66.8%,Medium
1756,Design Most Recently Used Queue,https://leetcode.com/problems/design-most-recently-used-queue,78.6%,Medium
1765,Map of Highest Peak,https://leetcode.com/problems/map-of-highest-peak,60.4%,Medium
1766,Tree of Coprimes,https://leetcode.com/problems/tree-of-coprimes,39.6%,Hard
1767,Find the Subtasks That Did Not Execute,https://leetcode.com/problems/find-the-subtasks-that-did-not-execute,81.1%,Hard
1769,Minimum Number of Operations to Move All Balls to Each Box,https://leetcode.com/problems/minimum-number-of-operations-to-move-all-balls-to-each-box,85.3%,Medium
1770,Maximum Score from Performing Multiplication Operations,https://leetcode.com/problems/maximum-score-from-performing-multiplication-operations,37.7%,Hard
1774,Closest Dessert Cost,https://leetcode.com/problems/closest-dessert-cost,47.2%,Medium
1776,Car Fleet II,https://leetcode.com/problems/car-fleet-ii,53.5%,Hard
1781,Sum of Beauty of All Substrings,https://leetcode.com/problems/sum-of-beauty-of-all-substrings,61.3%,Medium
1786,Number of Restricted Paths From First to Last Node,https://leetcode.com/problems/number-of-restricted-paths-from-first-to-last-node,39.2%,Medium
1793,Maximum Score of a Good Subarray,https://leetcode.com/problems/maximum-score-of-a-good-subarray,53.6%,Hard
1794,Count Pairs of Equal Substrings With Minimum Difference,https://leetcode.com/problems/count-pairs-of-equal-substrings-with-minimum-difference,65.2%,Medium
1806,Minimum Number of Operations to Reinitialize a Permutation,https://leetcode.com/problems/minimum-number-of-operations-to-reinitialize-a-permutation,72.1%,Medium
1807,Evaluate the Bracket Pairs of a String,https://leetcode.com/problems/evaluate-the-bracket-pairs-of-a-string,66.5%,Medium
1810,Minimum Path Cost in a Hidden Grid,https://leetcode.com/problems/minimum-path-cost-in-a-hidden-grid,54.6%,Medium
1813,Sentence Similarity III,https://leetcode.com/problems/sentence-similarity-iii,33.1%,Medium
1815,Maximum Number of Groups Getting Fresh Donuts,https://leetcode.com/problems/maximum-number-of-groups-getting-fresh-donuts,40.1%,Hard
1820,Maximum Number of Accepted Invitations,https://leetcode.com/problems/maximum-number-of-accepted-invitations,49.4%,Medium
1821,Find Customers With Positive Revenue this Year,https://leetcode.com/problems/find-customers-with-positive-revenue-this-year,89.1%,Easy
1823,Find the Winner of the Circular Game,https://leetcode.com/problems/find-the-winner-of-the-circular-game,77.9%,Medium
1825,Finding MK Average,https://leetcode.com/problems/finding-mk-average,35.8%,Hard
1828,Queries on Number of Points Inside a Circle,https://leetcode.com/problems/queries-on-number-of-points-inside-a-circle,86.2%,Medium
1832,Check if the Sentence Is Pangram,https://leetcode.com/problems/check-if-the-sentence-is-pangram,83.4%,Easy
1834,Single-Threaded CPU,https://leetcode.com/problems/single-threaded-cpu,45.7%,Medium
1838,Frequency of the Most Frequent Element,https://leetcode.com/problems/frequency-of-the-most-frequent-element,39.5%,Medium
1844,Replace All Digits with Characters,https://leetcode.com/problems/replace-all-digits-with-characters,80.2%,Easy
1850,Minimum Adjacent Swaps to Reach the Kth Smallest Number,https://leetcode.com/problems/minimum-adjacent-swaps-to-reach-the-kth-smallest-number,71.4%,Medium
1851,Minimum Interval to Include Each Query,https://leetcode.com/problems/minimum-interval-to-include-each-query,48.3%,Hard
1854,Maximum Population Year,https://leetcode.com/problems/maximum-population-year,60.1%,Easy
1855,Maximum Distance Between a Pair of Values,https://leetcode.com/problems/maximum-distance-between-a-pair-of-values,53.4%,Medium
1857,Largest Color Value in a Directed Graph,https://leetcode.com/problems/largest-color-value-in-a-directed-graph,52.1%,Hard
1858,Longest Word With All Prefixes,https://leetcode.com/problems/longest-word-with-all-prefixes,67.4%,Medium
1859,Sorting the Sentence,https://leetcode.com/problems/sorting-the-sentence,83.9%,Easy
1864,Minimum Number of Swaps to Make the Binary String Alternating,https://leetcode.com/problems/minimum-number-of-swaps-to-make-the-binary-string-alternating,42.8%,Medium
1866,Number of Ways to Rearrange Sticks With K Sticks Visible,https://leetcode.com/problems/number-of-ways-to-rearrange-sticks-with-k-sticks-visible,55.8%,Hard
1870,Minimum Speed to Arrive on Time,https://leetcode.com/problems/minimum-speed-to-arrive-on-time,38.8%,Medium
1871,Jump Game VII,https://leetcode.com/problems/jump-game-vii,24.9%,Medium
1874,Minimize Product Sum of Two Arrays,https://leetcode.com/problems/minimize-product-sum-of-two-arrays,90.0%,Medium
1877,Minimize Maximum Pair Sum in Array,https://leetcode.com/problems/minimize-maximum-pair-sum-in-array,79.9%,Medium
1882,Process Tasks Using Servers,https://leetcode.com/problems/process-tasks-using-servers,39.6%,Medium
1883,Minimum Skips to Arrive at Meeting On Time,https://leetcode.com/problems/minimum-skips-to-arrive-at-meeting-on-time,37.9%,Hard
1884,Egg Drop With 2 Eggs and N Floors,https://leetcode.com/problems/egg-drop-with-2-eggs-and-n-floors,70.8%,Medium
1885,Count Pairs in Two Arrays,https://leetcode.com/problems/count-pairs-in-two-arrays,59.4%,Medium
1888,Minimum Number of Flips to Make the Binary String Alternating,https://leetcode.com/problems/minimum-number-of-flips-to-make-the-binary-string-alternating,38.9%,Medium
1889,Minimum Space Wasted From Packaging,https://leetcode.com/problems/minimum-space-wasted-from-packaging,31.3%,Hard
1891,Cutting Ribbons,https://leetcode.com/problems/cutting-ribbons,48.4%,Medium
1896,Minimum Cost to Change the Final Value of Expression,https://leetcode.com/problems/minimum-cost-to-change-the-final-value-of-expression,54.0%,Hard
1899,Merge Triplets to Form Target Triplet,https://leetcode.com/problems/merge-triplets-to-form-target-triplet,64.8%,Medium
1900,The Earliest and Latest Rounds Where Players Compete,https://leetcode.com/problems/the-earliest-and-latest-rounds-where-players-compete,50.6%,Hard
1901,Find a Peak Element II,https://leetcode.com/problems/find-a-peak-element-ii,52.0%,Medium
1906,Minimum Absolute Difference Queries,https://leetcode.com/problems/minimum-absolute-difference-queries,43.9%,Medium
1910,Remove All Occurrences of a Substring,https://leetcode.com/problems/remove-all-occurrences-of-a-substring,74.8%,Medium
1915,Number of Wonderful Substrings,https://leetcode.com/problems/number-of-wonderful-substrings,45.5%,Medium
1918,Kth Smallest Subarray Sum,https://leetcode.com/problems/kth-smallest-subarray-sum,52.5%,Medium
1920,Build Array from Permutation,https://leetcode.com/problems/build-array-from-permutation,89.9%,Easy
1921,Eliminate Maximum Number of Monsters,https://leetcode.com/problems/eliminate-maximum-number-of-monsters,37.4%,Medium
1922,Count Good Numbers,https://leetcode.com/problems/count-good-numbers,40.3%,Medium
1924,Erect the Fence II,https://leetcode.com/problems/erect-the-fence-ii,52.8%,Hard
1926,Nearest Exit from Entrance in Maze,https://leetcode.com/problems/nearest-exit-from-entrance-in-maze,48.9%,Medium
1928,Minimum Cost to Reach Destination in Time,https://leetcode.com/problems/minimum-cost-to-reach-destination-in-time,37.8%,Hard
1929,Concatenation of Array,https://leetcode.com/problems/concatenation-of-array,90.0%,Easy
1931,Painting a Grid With Three Different Colors,https://leetcode.com/problems/painting-a-grid-with-three-different-colors,57.2%,Hard
1937,Maximum Number of Points with Cost,https://leetcode.com/problems/maximum-number-of-points-with-cost,36.0%,Medium
1940,Longest Common Subsequence Between Sorted Arrays,https://leetcode.com/problems/longest-common-subsequence-between-sorted-arrays,78.8%,Medium
1943,Describe the Painting,https://leetcode.com/problems/describe-the-painting,48.2%,Medium
1944,Number of Visible People in a Queue,https://leetcode.com/problems/number-of-visible-people-in-a-queue,68.8%,Hard
1948,Delete Duplicate Folders in System,https://leetcode.com/problems/delete-duplicate-folders-in-system,56.3%,Hard
1966,Binary Searchable Numbers in an Unsorted Array,https://leetcode.com/problems/binary-searchable-numbers-in-an-unsorted-array,65.2%,Medium
1968,Array With Elements Not Equal to Average of Neighbors,https://leetcode.com/problems/array-with-elements-not-equal-to-average-of-neighbors,49.1%,Medium
1971,Find if Path Exists in Graph,https://leetcode.com/problems/find-if-path-exists-in-graph,51.9%,Easy
1986,Minimum Number of Work Sessions to Finish the Tasks,https://leetcode.com/problems/minimum-number-of-work-sessions-to-finish-the-tasks,32.9%,Medium
1987,Number of Unique Good Subsequences,https://leetcode.com/problems/number-of-unique-good-subsequences,51.9%,Hard
1993,Operations on Tree,https://leetcode.com/problems/operations-on-tree,44.1%,Medium
1996,The Number of Weak Characters in the Game,https://leetcode.com/problems/the-number-of-weak-characters-in-the-game,43.9%,Medium
2007,Find Original Array From Doubled Array,https://leetcode.com/problems/find-original-array-from-doubled-array,40.6%,Medium
2013,Detect Squares,https://leetcode.com/problems/detect-squares,50.3%,Medium
2018,Check if Word Can Be Placed In Crossword,https://leetcode.com/problems/check-if-word-can-be-placed-in-crossword,49.2%,Medium
2022,Convert 1D Array Into 2D Array,https://leetcode.com/problems/convert-1d-array-into-2d-array,59.3%,Easy
2025,Maximum Number of Ways to Partition an Array,https://leetcode.com/problems/maximum-number-of-ways-to-partition-an-array,32.8%,Hard
2030,Smallest K-Length Subsequence With Occurrences of a Letter,https://leetcode.com/problems/smallest-k-length-subsequence-with-occurrences-of-a-letter,38.5%,Hard
2031,Count Subarrays With More Ones Than Zeros,https://leetcode.com/problems/count-subarrays-with-more-ones-than-zeros,51.7%,Medium
2034,Stock Price Fluctuation,https://leetcode.com/problems/stock-price-fluctuation,48.8%,Medium
2035,Partition Array Into Two Arrays to Minimize Sum Difference,https://leetcode.com/problems/partition-array-into-two-arrays-to-minimize-sum-difference,18.9%,Hard
2050,Parallel Courses III,https://leetcode.com/problems/parallel-courses-iii,59.1%,Hard
2057,Smallest Index With Equal Value,https://leetcode.com/problems/smallest-index-with-equal-value,71.7%,Easy
2059,Minimum Operations to Convert Number,https://leetcode.com/problems/minimum-operations-to-convert-number,47.8%,Medium
2076,Process Restricted Friend Requests,https://leetcode.com/problems/process-restricted-friend-requests,53.2%,Hard
2077,Paths in Maze That Lead to Same Room,https://leetcode.com/problems/paths-in-maze-that-lead-to-same-room,55.3%,Medium
2079,Watering Plants,https://leetcode.com/problems/watering-plants,79.8%,Medium
2080,Range Frequency Queries,https://leetcode.com/problems/range-frequency-queries,38.6%,Medium
2083,Substrings That Begin and End With the Same Letter,https://leetcode.com/problems/substrings-that-begin-and-end-with-the-same-letter,67.9%,Medium
2088,Count Fertile Pyramids in a Land,https://leetcode.com/problems/count-fertile-pyramids-in-a-land,63.0%,Hard
2089,Find Target Indices After Sorting Array,https://leetcode.com/problems/find-target-indices-after-sorting-array,76.1%,Easy
2092,Find All People With Secret,https://leetcode.com/problems/find-all-people-with-secret,34.2%,Hard
2096,Step-By-Step Directions From a Binary Tree Node to Another,https://leetcode.com/problems/step-by-step-directions-from-a-binary-tree-node-to-another,48.5%,Medium
2101,Detonate the Maximum Bombs,https://leetcode.com/problems/detonate-the-maximum-bombs,42.2%,Medium
2103,Rings and Rods,https://leetcode.com/problems/rings-and-rods,81.2%,Easy
2105,Watering Plants II,https://leetcode.com/problems/watering-plants-ii,49.0%,Medium
2114,Maximum Number of Words Found in Sentences,https://leetcode.com/problems/maximum-number-of-words-found-in-sentences,86.9%,Easy
2115,Find All Possible Recipes from Given Supplies,https://leetcode.com/problems/find-all-possible-recipes-from-given-supplies,48.6%,Medium
2122,Recover the Original Array,https://leetcode.com/problems/recover-the-original-array,38.3%,Hard
2126,Destroying Asteroids,https://leetcode.com/problems/destroying-asteroids,50.1%,Medium
2127,Maximum Employees to Be Invited to a Meeting,https://leetcode.com/problems/maximum-employees-to-be-invited-to-a-meeting,34.9%,Hard
2128,Remove All Ones With Row and Column Flips,https://leetcode.com/problems/remove-all-ones-with-row-and-column-flips,76.3%,Medium
2131,Longest Palindrome by Concatenating Two Letter Words,https://leetcode.com/problems/longest-palindrome-by-concatenating-two-letter-words,48.3%,Medium
2132,Stamping the Grid,https://leetcode.com/problems/stamping-the-grid,31.6%,Hard
2135,Count Words Obtained After Adding a Letter,https://leetcode.com/problems/count-words-obtained-after-adding-a-letter,42.7%,Medium
2147,Number of Ways to Divide a Long Corridor,https://leetcode.com/problems/number-of-ways-to-divide-a-long-corridor,39.5%,Hard
2150,Find All Lonely Numbers in the Array,https://leetcode.com/problems/find-all-lonely-numbers-in-the-array,60.4%,Medium
2155,All Divisions With the Highest Score of a Binary Array,https://leetcode.com/problems/all-divisions-with-the-highest-score-of-a-binary-array,63.5%,Medium
2158,Amount of New Area Painted Each Day,https://leetcode.com/problems/amount-of-new-area-painted-each-day,54.6%,Hard
2161,Partition Array According to Given Pivot,https://leetcode.com/problems/partition-array-according-to-given-pivot,84.8%,Medium
2162,Minimum Cost to Set Cooking Time,https://leetcode.com/problems/minimum-cost-to-set-cooking-time,40.1%,Medium
2167,Minimum Time to Remove All Cars Containing Illegal Goods,https://leetcode.com/problems/minimum-time-to-remove-all-cars-containing-illegal-goods,40.8%,Hard
2171,Removing Minimum Number of Magic Beans,https://leetcode.com/problems/removing-minimum-number-of-magic-beans,42.1%,Medium
2172,Maximum AND Sum of Array,https://leetcode.com/problems/maximum-and-sum-of-array,48.3%,Hard
2174,Remove All Ones With Row and Column Flips II,https://leetcode.com/problems/remove-all-ones-with-row-and-column-flips-ii,68.4%,Medium
2178,Maximum Split of Positive Even Integers,https://leetcode.com/problems/maximum-split-of-positive-even-integers,59.4%,Medium
2184,Number of Ways to Build Sturdy Brick Wall,https://leetcode.com/problems/number-of-ways-to-build-sturdy-brick-wall,50.3%,Medium
2185,Counting Words With a Given Prefix,https://leetcode.com/problems/counting-words-with-a-given-prefix,77.2%,Easy
2187,Minimum Time to Complete Trips,https://leetcode.com/problems/minimum-time-to-complete-trips,39.2%,Medium
2188,Minimum Time to Finish the Race,https://leetcode.com/problems/minimum-time-to-finish-the-race,41.7%,Hard
2190,Most Frequent Number Following Key In an Array,https://leetcode.com/problems/most-frequent-number-following-key-in-an-array,59.6%,Easy
2192,All Ancestors of a Node in a Directed Acyclic Graph,https://leetcode.com/problems/all-ancestors-of-a-node-in-a-directed-acyclic-graph,50.7%,Medium
2196,Create Binary Tree From Descriptions,https://leetcode.com/problems/create-binary-tree-from-descriptions,72.3%,Medium
2200,Find All K-Distant Indices in an Array,https://leetcode.com/problems/find-all-k-distant-indices-in-an-array,64.9%,Easy
2203,Minimum Weighted Subgraph With the Required Paths,https://leetcode.com/problems/minimum-weighted-subgraph-with-the-required-paths,36.0%,Hard
2209,Minimum White Tiles After Covering With Carpets,https://leetcode.com/problems/minimum-white-tiles-after-covering-with-carpets,34.4%,Hard
2215,Find the Difference of Two Arrays,https://leetcode.com/problems/find-the-difference-of-two-arrays,78.1%,Easy
2218,Maximum Value of K Coins From Piles,https://leetcode.com/problems/maximum-value-of-k-coins-from-piles,61.7%,Hard
2224,Minimum Number of Operations to Convert Time,https://leetcode.com/problems/minimum-number-of-operations-to-convert-time,64.8%,Easy
2226,Maximum Candies Allocated to K Children,https://leetcode.com/problems/maximum-candies-allocated-to-k-children,36.8%,Medium
2235,Add Two Integers,https://leetcode.com/problems/add-two-integers,88.2%,Easy
2237,Count Positions on Street With Required Brightness,https://leetcode.com/problems/count-positions-on-street-with-required-brightness,64.3%,Medium
2239,Find Closest Number to Zero,https://leetcode.com/problems/find-closest-number-to-zero,45.2%,Easy
2241,Design an ATM Machine,https://leetcode.com/problems/design-an-atm-machine,38.9%,Medium
2242,Maximum Score of a Node Sequence,https://leetcode.com/problems/maximum-score-of-a-node-sequence,37.8%,Hard
2250,Count Number of Rectangles Containing Each Point,https://leetcode.com/problems/count-number-of-rectangles-containing-each-point,34.1%,Medium
2251,Number of Flowers in Full Bloom,https://leetcode.com/problems/number-of-flowers-in-full-bloom,51.1%,Hard
2254,Design Video Sharing Platform,https://leetcode.com/problems/design-video-sharing-platform,64.5%,Hard
2255,Count Prefixes of a Given String,https://leetcode.com/problems/count-prefixes-of-a-given-string,72.5%,Easy
2258,Escape the Spreading Fire,https://leetcode.com/problems/escape-the-spreading-fire,34.9%,Hard
2260,Minimum Consecutive Cards to Pick Up,https://leetcode.com/problems/minimum-consecutive-cards-to-pick-up,51.0%,Medium
2267,Check if There Is a Valid Parentheses String Path,https://leetcode.com/problems/check-if-there-is-a-valid-parentheses-string-path,37.9%,Hard
2271,Maximum White Tiles Covered by a Carpet,https://leetcode.com/problems/maximum-white-tiles-covered-by-a-carpet,33.0%,Medium
2276,Count Integers in Intervals,https://leetcode.com/problems/count-integers-in-intervals,34.7%,Hard
2277,Closest Node to Path in Tree,https://leetcode.com/problems/closest-node-to-path-in-tree,63.9%,Hard
2280,Minimum Lines to Represent a Line Chart,https://leetcode.com/problems/minimum-lines-to-represent-a-line-chart,24.6%,Medium
2283,Check if Number Has Equal Digit Count and Digit Value,https://leetcode.com/problems/check-if-number-has-equal-digit-count-and-digit-value,72.9%,Easy
2284,Sender With Largest Word Count,https://leetcode.com/problems/sender-with-largest-word-count,56.0%,Medium
2286,Booking Concert Tickets in Groups,https://leetcode.com/problems/booking-concert-tickets-in-groups,15.6%,Hard
2290,Minimum Obstacle Removal to Reach Corner,https://leetcode.com/problems/minimum-obstacle-removal-to-reach-corner,49.8%,Hard
2296,Design a Text Editor,https://leetcode.com/problems/design-a-text-editor,41.1%,Hard
2302,Count Subarrays With Score Less Than K,https://leetcode.com/problems/count-subarrays-with-score-less-than-k,52.4%,Hard
